example_id                                                           | status  | run_time        |
./spec/cli/i18n_spec.rb[1:2:2]                                       | passed  | 0.01301 seconds |
./spec/cli/i18n_spec.rb[1:2:3]                                       | passed  | 0.01498 seconds |
./spec/cli/i18n_spec.rb[1:2:4]                                       | passed  | 0.012 seconds   |
./spec/cli/i18n_spec.rb[1:3:1]                                       | passed  | 0.01599 seconds |
./spec/cli/i18n_spec.rb[1:4:1]                                       | passed  | 0.001 seconds   |
./spec/cli/i18n_spec.rb[1:4:2]                                       | passed  | 0.001 seconds   |
./spec/cli/i18n_spec.rb[1:4:3]                                       | passed  | 0.001 seconds   |
./spec/cli/list_spec.rb[1:1]                                         | passed  | 0 seconds       |
./spec/cli/markup_types_spec.rb[1:1]                                 | passed  | 0.012 seconds   |
./spec/cli/server_spec.rb[1:1:1]                                     | passed  | 0.006 seconds   |
./spec/cli/server_spec.rb[1:1:2]                                     | passed  | 0.004 seconds   |
./spec/cli/server_spec.rb[1:1:3]                                     | passed  | 0.003 seconds   |
./spec/cli/server_spec.rb[1:2:1]                                     | passed  | 0.003 seconds   |
./spec/cli/server_spec.rb[1:2:2]                                     | passed  | 0.003 seconds   |
./spec/cli/server_spec.rb[1:2:3]                                     | passed  | 0.00201 seconds |
./spec/cli/server_spec.rb[1:2:4]                                     | passed  | 0.00302 seconds |
./spec/cli/server_spec.rb[1:3:1]                                     | passed  | 0.004 seconds   |
./spec/cli/server_spec.rb[1:3:2]                                     | passed  | 0.006 seconds   |
./spec/cli/server_spec.rb[1:3:3]                                     | passed  | 0.005 seconds   |
./spec/cli/server_spec.rb[1:3:4]                                     | passed  | 0.005 seconds   |
./spec/cli/server_spec.rb[1:3:5]                                     | passed  | 0.01 seconds    |
./spec/cli/server_spec.rb[1:3:6]                                     | passed  | 0.004 seconds   |
./spec/cli/server_spec.rb[1:3:7]                                     | passed  | 0.017 seconds   |
./spec/cli/server_spec.rb[1:3:8]                                     | passed  | 0.005 seconds   |
./spec/cli/server_spec.rb[1:3:9]                                     | passed  | 0.003 seconds   |
./spec/cli/server_spec.rb[1:3:10]                                    | passed  | 0.007 seconds   |
./spec/cli/server_spec.rb[1:3:11]                                    | passed  | 0.01 seconds    |
./spec/cli/server_spec.rb[1:3:12]                                    | passed  | 0.001 seconds   |
./spec/cli/server_spec.rb[1:3:13]                                    | passed  | 0.001 seconds   |
./spec/cli/server_spec.rb[1:3:14]                                    | passed  | 0.006 seconds   |
./spec/cli/server_spec.rb[1:3:15]                                    | passed  | 0.008 seconds   |
./spec/cli/server_spec.rb[1:3:16]                                    | passed  | 0.013 seconds   |
./spec/cli/server_spec.rb[1:3:17]                                    | passed  | 0.005 seconds   |
./spec/cli/server_spec.rb[1:3:18]                                    | passed  | 0.005 seconds   |
./spec/cli/server_spec.rb[1:3:19]                                    | passed  | 0.005 seconds   |
./spec/cli/server_spec.rb[1:3:20]                                    | passed  | 0.018 seconds   |
./spec/cli/stats_spec.rb[1:1]                                        | passed  | 0.034 seconds   |
./spec/cli/stats_spec.rb[1:2]                                        | passed  | 0.028 seconds   |
./spec/cli/stats_spec.rb[1:3]                                        | passed  | 0.033 seconds   |
./spec/cli/stats_spec.rb[1:4]                                        | passed  | 0.023 seconds   |
./spec/cli/stats_spec.rb[1:5]                                        | passed  | 0.023 seconds   |
./spec/cli/yard_on_yard_spec.rb[1:1:1]                               | passed  | 0.001 seconds   |
./spec/cli/yard_on_yard_spec.rb[1:1:2]                               | passed  | 0.047 seconds   |
./spec/cli/yardoc_spec.rb[1:1:1]                                     | passed  | 0.018 seconds   |
./spec/cli/yardoc_spec.rb[1:1:2]                                     | passed  | 0.017 seconds   |
./spec/cli/yardoc_spec.rb[1:1:3]                                     | passed  | 0.018 seconds   |
./spec/cli/yardoc_spec.rb[1:1:4]                                     | passed  | 0.018 seconds   |
./spec/cli/yardoc_spec.rb[1:1:5]                                     | passed  | 0.017 seconds   |
./spec/cli/yardoc_spec.rb[1:1:6]                                     | passed  | 0.022 seconds   |
./spec/cli/yardoc_spec.rb[1:1:7]                                     | passed  | 0.016 seconds   |
./spec/cli/yardoc_spec.rb[1:1:8]                                     | passed  | 0.017 seconds   |
./spec/cli/yardoc_spec.rb[1:1:9]                                     | passed  | 0.019 seconds   |
./spec/cli/yardoc_spec.rb[1:1:10]                                    | passed  | 0.02 seconds    |
./spec/cli/yardoc_spec.rb[1:1:11]                                    | passed  | 0.019 seconds   |
./spec/cli/yardoc_spec.rb[1:1:12]                                    | passed  | 0.017 seconds   |
./spec/cli/yardoc_spec.rb[1:1:13]                                    | passed  | 0.01899 seconds |
./spec/cli/yardoc_spec.rb[1:1:14]                                    | passed  | 0.024 seconds   |
./spec/cli/yardoc_spec.rb[1:1:15]                                    | passed  | 0.017 seconds   |
./spec/cli/yardoc_spec.rb[1:2:1]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:2:2]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:2:3]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:2:4]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:2:5]                                     | passed  | 0.007 seconds   |
./spec/cli/yardoc_spec.rb[1:2:6]                                     | passed  | 0.023 seconds   |
./spec/cli/yardoc_spec.rb[1:2:7]                                     | passed  | 0.012 seconds   |
./spec/cli/yardoc_spec.rb[1:2:8]                                     | passed  | 0.017 seconds   |
./spec/cli/yardoc_spec.rb[1:2:9]                                     | passed  | 0.016 seconds   |
./spec/cli/yardoc_spec.rb[1:2:10]                                    | passed  | 0.014 seconds   |
./spec/cli/yardoc_spec.rb[1:2:11]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:2:12]                                    | passed  | 0.007 seconds   |
./spec/cli/yardoc_spec.rb[1:2:13]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:2:14]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:2:15]                                    | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:2:16]                                    | passed  | 0.007 seconds   |
./spec/cli/yardoc_spec.rb[1:2:17]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:3:1]                                     | passed  | 0.007 seconds   |
./spec/cli/yardoc_spec.rb[1:3:2]                                     | passed  | 0.016 seconds   |
./spec/cli/yardoc_spec.rb[1:3:3]                                     | passed  | 0.011 seconds   |
./spec/cli/yardoc_spec.rb[1:3:4]                                     | passed  | 0.016 seconds   |
./spec/cli/yardoc_spec.rb[1:3:5]                                     | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:3:6]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:3:7]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:3:8]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:3:9]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:3:10]                                    | passed  | 0.016 seconds   |
./spec/cli/yardoc_spec.rb[1:3:11]                                    | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:3:12]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:3:13:1]                                  | passed  | 0.00999 seconds |
./spec/cli/yardoc_spec.rb[1:3:13:2]                                  | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:3:13:3]                                  | passed  | 0.033 seconds   |
./spec/cli/yardoc_spec.rb[1:3:13:4]                                  | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:3:13:5]                                  | passed  | 0.019 seconds   |
./spec/cli/yardoc_spec.rb[1:3:14:1]                                  | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:3:15:1]                                  | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:4:1]                                     | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:4:2]                                     | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:4:3]                                     | passed  | 0.015 seconds   |
./spec/cli/yardoc_spec.rb[1:4:4]                                     | passed  | 0.015 seconds   |
./spec/cli/yardoc_spec.rb[1:4:5]                                     | passed  | 0.02 seconds    |
./spec/cli/yardoc_spec.rb[1:5:1]                                     | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:5:2]                                     | passed  | 0.016 seconds   |
./spec/cli/yardoc_spec.rb[1:6:1]                                     | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:6:2]                                     | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:6:3]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:6:4]                                     | passed  | 0.011 seconds   |
./spec/cli/yardoc_spec.rb[1:6:5]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:6:6]                                     | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:7:1]                                     | passed  | 0.014 seconds   |
./spec/cli/yardoc_spec.rb[1:7:2]                                     | passed  | 0.013 seconds   |
./spec/cli/yardoc_spec.rb[1:7:3]                                     | passed  | 0.01499 seconds |
./spec/cli/yardoc_spec.rb[1:7:4]                                     | passed  | 0.023 seconds   |
./spec/cli/yardoc_spec.rb[1:8:1]                                     | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:8:2]                                     | passed  | 0.014 seconds   |
./spec/cli/yardoc_spec.rb[1:8:3]                                     | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:8:4]                                     | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:9:1]                                     | passed  | 0.005 seconds   |
./spec/cli/yardoc_spec.rb[1:9:2]                                     | passed  | 0.006 seconds   |
./spec/cli/yardoc_spec.rb[1:9:3]                                     | passed  | 0.00601 seconds |
./spec/cli/yardoc_spec.rb[1:9:4]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:9:5]                                     | passed  | 0.007 seconds   |
./spec/cli/yardoc_spec.rb[1:9:6]                                     | passed  | 0.007 seconds   |
./spec/cli/yardoc_spec.rb[1:9:7]                                     | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:9:8]                                     | passed  | 0.006 seconds   |
./spec/cli/yardoc_spec.rb[1:9:9]                                     | passed  | 0.006 seconds   |
./spec/cli/yardoc_spec.rb[1:9:10]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:10:1]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:11:1]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:11:2]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:11:3]                                    | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:11:4]                                    | passed  | 0.013 seconds   |
./spec/cli/yardoc_spec.rb[1:11:5]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:11:6]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:11:7]                                    | passed  | 0.00699 seconds |
./spec/cli/yardoc_spec.rb[1:11:8]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:11:9]                                    | passed  | 0.00799 seconds |
./spec/cli/yardoc_spec.rb[1:11:10]                                   | passed  | 0.00701 seconds |
./spec/cli/yardoc_spec.rb[1:11:11]                                   | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:12:1]                                    | passed  | 0.014 seconds   |
./spec/cli/yardoc_spec.rb[1:12:2]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:12:3]                                    | passed  | 0.014 seconds   |
./spec/cli/yardoc_spec.rb[1:13:1]                                    | passed  | 0.011 seconds   |
./spec/cli/yardoc_spec.rb[1:13:2]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:13:3]                                    | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:13:4]                                    | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:13:5]                                    | passed  | 0.009 seconds   |
./spec/cli/yardoc_spec.rb[1:14:1]                                    | passed  | 0.001 seconds   |
./spec/cli/yardoc_spec.rb[1:14:2]                                    | passed  | 0.001 seconds   |
./spec/cli/yardoc_spec.rb[1:14:3]                                    | passed  | 0.001 seconds   |
./spec/cli/yardoc_spec.rb[1:14:4]                                    | passed  | 0.013 seconds   |
./spec/cli/yardoc_spec.rb[1:14:5]                                    | passed  | 0.008 seconds   |
./spec/cli/yardoc_spec.rb[1:14:6:1]                                  | passed  | 0.01 seconds    |
./spec/cli/yardoc_spec.rb[1:14:6:2]                                  | passed  | 0.008 seconds   |
./spec/cli/yri_spec.rb[1:1:1]                                        | passed  | 0.005 seconds   |
./spec/cli/yri_spec.rb[1:1:2]                                        | passed  | 0.004 seconds   |
./spec/cli/yri_spec.rb[1:2:1]                                        | passed  | 0.00501 seconds |
./spec/cli/yri_spec.rb[1:3:1]                                        | passed  | 0.00699 seconds |
./spec/cli/yri_spec.rb[1:3:2]                                        | passed  | 0.007 seconds   |
./spec/cli/yri_spec.rb[1:4:1]                                        | passed  | 0.004 seconds   |
./spec/cli/yri_spec.rb[1:4:2]                                        | passed  | 0.004 seconds   |
./spec/cli/yri_spec.rb[1:4:3]                                        | passed  | 0.004 seconds   |
./spec/cli/yri_spec.rb[1:4:4]                                        | passed  | 0.007 seconds   |
./spec/code_objects/base_spec.rb[1:1]                                | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:2]                                | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:3]                                | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:4]                                | passed  | 0.003 seconds   |
./spec/code_objects/base_spec.rb[1:5]                                | passed  | 0.003 seconds   |
./spec/code_objects/base_spec.rb[1:6]                                | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:7]                                | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:8]                                | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:9]                                | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:10]                               | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:11]                               | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:12]                               | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:13:1]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:13:2]                             | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:14]                               | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:15]                               | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:16]                               | passed  | 0.002 seconds   |
./spec/code_objects/base_spec.rb[1:17]                               | passed  | 0.002 seconds   |
./spec/code_objects/base_spec.rb[1:18]                               | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:19]                               | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:20]                               | passed  | 0.002 seconds   |
./spec/code_objects/base_spec.rb[1:21]                               | passed  | 0.002 seconds   |
./spec/code_objects/base_spec.rb[1:22]                               | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:23:1]                             | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:23:2]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:24:1]                             | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:25:1]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:25:2]                             | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:25:3]                             | passed  | 0.003 seconds   |
./spec/code_objects/base_spec.rb[1:25:4]                             | passed  | 0.008 seconds   |
./spec/code_objects/base_spec.rb[1:25:5]                             | passed  | 0.002 seconds   |
./spec/code_objects/base_spec.rb[1:25:6]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:25:7]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:25:8]                             | passed  | 0.004 seconds   |
./spec/code_objects/base_spec.rb[1:26:1]                             | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:26:2]                             | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:26:3]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:26:4]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:27:1]                             | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:27:2]                             | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:27:3:1]                           | passed  | 0.00099 seconds |
./spec/code_objects/base_spec.rb[1:27:3:2]                           | passed  | 0 seconds       |
./spec/code_objects/base_spec.rb[1:27:3:3]                           | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:28:1]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:29:1]                             | passed  | 0.003 seconds   |
./spec/code_objects/base_spec.rb[1:29:2]                             | passed  | 0.00099 seconds |
./spec/code_objects/base_spec.rb[1:29:3]                             | passed  | 0.001 seconds   |
./spec/code_objects/base_spec.rb[1:29:4]                             | passed  | 0.001 seconds   |
./spec/code_objects/class_object_spec.rb[1:1:1]                      | passed  | 0.00101 seconds |
./spec/code_objects/class_object_spec.rb[1:1:2]                      | passed  | 0 seconds       |
./spec/code_objects/class_object_spec.rb[1:1:3]                      | passed  | 0 seconds       |
./spec/code_objects/class_object_spec.rb[1:1:4]                      | passed  | 0 seconds       |
./spec/code_objects/class_object_spec.rb[1:2:1]                      | passed  | 0.003 seconds   |
./spec/code_objects/class_object_spec.rb[1:2:2]                      | passed  | 0.001 seconds   |
./spec/code_objects/class_object_spec.rb[1:2:3]                      | passed  | 0.004 seconds   |
./spec/code_objects/class_object_spec.rb[1:2:4]                      | passed  | 0.004 seconds   |
./spec/code_objects/class_object_spec.rb[1:2:5]                      | passed  | 0.002 seconds   |
./spec/code_objects/class_object_spec.rb[1:3:1]                      | passed  | 0.002 seconds   |
./spec/code_objects/class_object_spec.rb[1:3:2]                      | passed  | 0 seconds       |
./spec/code_objects/class_object_spec.rb[1:3:3]                      | passed  | 0.002 seconds   |
./spec/code_objects/class_object_spec.rb[1:3:4]                      | passed  | 0.001 seconds   |
./spec/code_objects/class_object_spec.rb[1:3:5]                      | passed  | 0.00099 seconds |
./spec/code_objects/class_object_spec.rb[1:3:6]                      | passed  | 0 seconds       |
./spec/code_objects/class_object_spec.rb[1:3:7]                      | passed  | 0 seconds       |
./spec/code_objects/class_object_spec.rb[1:3:8]                      | passed  | 0.001 seconds   |
./spec/code_objects/class_object_spec.rb[1:3:9]                      | passed  | 0.001 seconds   |
./spec/code_objects/code_object_list_spec.rb[1:1:1]                  | passed  | 0 seconds       |
./spec/code_objects/code_object_list_spec.rb[1:2]                    | passed  | 0.001 seconds   |
./spec/code_objects/code_object_list_spec.rb[1:3]                    | passed  | 0.001 seconds   |
./spec/code_objects/constants_spec.rb[1:1:1]                         | passed  | 0 seconds       |
./spec/code_objects/constants_spec.rb[1:2:1]                         | passed  | 0 seconds       |
./spec/code_objects/constants_spec.rb[1:3:1]                         | passed  | 0 seconds       |
./spec/code_objects/constants_spec.rb[1:4:1]                         | passed  | 0 seconds       |
./spec/code_objects/constants_spec.rb[1:5:1]                         | passed  | 0 seconds       |
./spec/code_objects/constants_spec.rb[1:5:2]                         | passed  | 0 seconds       |
./spec/code_objects/constants_spec.rb[1:6:1]                         | passed  | 0 seconds       |
./spec/code_objects/constants_spec.rb[1:7:1]                         | passed  | 0.001 seconds   |
./spec/code_objects/constants_spec.rb[1:7:2]                         | passed  | 0.001 seconds   |
./spec/code_objects/constants_spec.rb[1:8:1]                         | passed  | 0 seconds       |
./spec/code_objects/constants_spec.rb[1:9:1]                         | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:1]                 | passed  | 0.001 seconds   |
./spec/code_objects/extra_file_object_spec.rb[1:1:2]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:3]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:4]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:5]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:6]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:7]                 | passed  | 0.001 seconds   |
./spec/code_objects/extra_file_object_spec.rb[1:1:8]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:9]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:10]                | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:11]                | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:12]                | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:13]                | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:14]                | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:1:15]                | passed  | 0.001 seconds   |
./spec/code_objects/extra_file_object_spec.rb[1:1:16]                | passed  | 0.002 seconds   |
./spec/code_objects/extra_file_object_spec.rb[1:1:17]                | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:2:1]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:3:1]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:3:2]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:4:1]                 | passed  | 0 seconds       |
./spec/code_objects/extra_file_object_spec.rb[1:5:1]                 | passed  | 0.001 seconds   |
./spec/code_objects/macro_object_spec.rb[1:1:1]                      | passed  | 0 seconds       |
./spec/code_objects/macro_object_spec.rb[1:1:2]                      | passed  | 0.001 seconds   |
./spec/code_objects/macro_object_spec.rb[1:1:3]                      | passed  | 0 seconds       |
./spec/code_objects/macro_object_spec.rb[1:1:4:1]                    | passed  | 0 seconds       |
./spec/code_objects/macro_object_spec.rb[1:2:1]                      | passed  | 0 seconds       |
./spec/code_objects/macro_object_spec.rb[1:2:2]                      | passed  | 0 seconds       |
./spec/code_objects/macro_object_spec.rb[1:3:1]                      | passed  | 0.001 seconds   |
./spec/code_objects/macro_object_spec.rb[1:3:2]                      | passed  | 0 seconds       |
./spec/code_objects/macro_object_spec.rb[1:4:1]                      | passed  | 0 seconds       |
./spec/code_objects/macro_object_spec.rb[1:4:2]                      | passed  | 0 seconds       |
